,# Identifier,Cytoplasmic effector,Apoplastic effector,Non-effector,Prediction,Orthogroup
70260,mpi|P51|2400798|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_798,Y (0.744),-,-,Cytoplasmic effector,OG0006490
71679,mpi|P52|900119|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_119,Y (0.744),-,-,Cytoplasmic effector,OG0006490
72176,mpi|P54|3300134|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_134,Y (0.744),-,-,Cytoplasmic effector,OG0006490
73392,mpi|P55|10097|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_97,Y (0.744),-,-,Cytoplasmic effector,OG0006490
75825,mpi|P56|1600846|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_846,Y (0.744),-,-,Cytoplasmic effector,OG0006490
77399,mpi|P57|900521|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_521,Y (0.752),-,-,Cytoplasmic effector,OG0006490
78691,mpi|P58|1300212|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_212,Y (0.76),-,-,Cytoplasmic effector,OG0006490
80350,mpi|P59|28002090|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_2090,Y (0.744),-,-,Cytoplasmic effector,OG0006490
81863,mpi|P5|45001480|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_1480,Y (0.744),-,-,Cytoplasmic effector,OG0006490
83304,mpi|P60|14001389|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_1389,Y (0.744),-,-,Cytoplasmic effector,OG0006490
84719,mpi|P612|45001338|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_1338,Y (0.744),-,-,Cytoplasmic effector,OG0006490
85390,mpi|P61|1700672|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_672,Y (0.744),-,-,Cytoplasmic effector,OG0006490
86805,mpi|P62|17001003|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_1003,Y (0.744),-,-,Cytoplasmic effector,OG0006490
88225,mpi|P63|200634|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_634,Y (0.744),-,-,Cytoplasmic effector,OG0006490
89917,mpi|P64|1300826|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_826,Y (0.743),-,-,Cytoplasmic effector,OG0006490
91445,mpi|P65|14001119|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_1119,Y (0.744),-,-,Cytoplasmic effector,OG0006490
92327,mpi|P66|5001126|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1126,Y (0.744),-,-,Cytoplasmic effector,OG0006490
93630,mpi|P67|1300711|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_711,Y (0.744),-,-,Cytoplasmic effector,OG0006490
94623,mpi|P68|300264|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_264,Y (0.744),-,-,Cytoplasmic effector,OG0006490
96466,mpi|P6|500302|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_302,Y (0.744),-,-,Cytoplasmic effector,OG0006490
97852,mpi|P7|3700222|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_222,Y (0.744),-,-,Cytoplasmic effector,OG0006490
98594,mpi|P8|60090|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_90,Y (0.744),-,-,Cytoplasmic effector,OG0006490
100003,mpi|P9|3100131|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_131,Y (0.744),-,-,Cytoplasmic effector,OG0006490
489,mpi|P10|290050|Fgenesh_Torrubiella_hemipterigena|contig_29_gene_50,-,Y (0.651),-,Apoplastic effector,OG0006502
2756,jgi|P117|53176|CE53175_923,-,Y (0.599),-,Apoplastic effector,OG0006502
3418,mpi|P11|1300662|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_662,-,Y (0.651),-,Apoplastic effector,OG0006502
5699,mpi|P12|15002353|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2353,-,Y (0.651),-,Apoplastic effector,OG0006502
6623,mpi|P13|3500650|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_650,-,Y (0.651),-,Apoplastic effector,OG0006502
8349,mpi|P143|20002333|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_2333,-,Y (0.631),-,Apoplastic effector,OG0006502
9749,mpi|P14|1500955|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_955,-,Y (0.629),-,Apoplastic effector,OG0006502
11195,mpi|P15|19001462|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_1462,-,Y (0.631),-,Apoplastic effector,OG0006502
12562,jgi|P16|49283|CE49282_292,-,Y (0.651),-,Apoplastic effector,OG0006502
13940,mpi|P17|6500531|Fgenesh_Torrubiella_hemipterigena|contig_65_gene_531,-,Y (0.712),-,Apoplastic effector,OG0006502
14632,mpi|P18|8400227|Fgenesh_Torrubiella_hemipterigena|contig_84_gene_227,-,Y (0.648),-,Apoplastic effector,OG0006502
16060,mpi|P19|20071|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_71,-,Y (0.648),-,Apoplastic effector,OG0006502
18081,mpi|P1|6001049|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1049,-,Y (0.648),-,Apoplastic effector,OG0006502
18448,mpi|P20|1370075|Fgenesh_Torrubiella_hemipterigena|contig_137_gene_75,-,Y (0.653),-,Apoplastic effector,OG0006502
20547,mpi|P21|2100164|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_164,-,Y (0.651),-,Apoplastic effector,OG0006502
22688,mpi|P22|13001830|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_1830,-,Y (0.647),-,Apoplastic effector,OG0006502
23447,mpi|P23|1200395|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_395,-,Y (0.576),-,Apoplastic effector,OG0006502
25148,mpi|P24|2001112|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_1112,-,Y (0.651),-,Apoplastic effector,OG0006502
26525,mpi|P25|7400290|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_290,-,Y (0.651),-,Apoplastic effector,OG0006502
28063,mpi|P26|9001010|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1010,-,Y (0.651),-,Apoplastic effector,OG0006502
29307,mpi|P27|3400655|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_655,-,Y (0.641),-,Apoplastic effector,OG0006502
30620,mpi|P28|4800655|Fgenesh_Torrubiella_hemipterigena|contig_48_gene_655,-,Y (0.641),-,Apoplastic effector,OG0006502
32394,mpi|P29|45002186|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_2186,-,Y (0.651),-,Apoplastic effector,OG0006502
32765,mpi|P2|130078|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_78,-,Y (0.653),-,Apoplastic effector,OG0006502
34800,mpi|P30|300850|Fgenesh_Torrubiella_hemipterigena|scaffold_3_gene_850,-,Y (0.64),-,Apoplastic effector,OG0006502
35829,mpi|P31|280063|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_63,-,Y (0.651),-,Apoplastic effector,OG0006502
37608,mpi|P32|3000899|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_899,-,Y (0.641),-,Apoplastic effector,OG0006502
39375,mpi|P33|2001035|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_1035,-,Y (0.641),-,Apoplastic effector,OG0006502
40643,mpi|P340|15001007|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_1007,-,Y (0.651),-,Apoplastic effector,OG0006502
42051,mpi|P34|13001012|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_1012,-,Y (0.651),-,Apoplastic effector,OG0006502
42817,mpi|P35|90071|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_71,-,Y (0.642),-,Apoplastic effector,OG0006502
44270,mpi|P36|370021|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_21,-,Y (0.641),-,Apoplastic effector,OG0006502
46381,mpi|P38|4001010|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_1010,-,Y (0.629),-,Apoplastic effector,OG0006502
47276,mpi|P39|300228|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_228,-,Y (0.651),-,Apoplastic effector,OG0006502
49180,mpi|P3|10001025|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1025,-,Y (0.651),-,Apoplastic effector,OG0006502
49782,mpi|P40|2700473|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_473,-,Y (0.659),-,Apoplastic effector,OG0006502
52102,mpi|P41|1700649|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_649,-,Y (0.651),-,Apoplastic effector,OG0006502
53289,mpi|P421|34001015|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_1015,-,Y (0.651),-,Apoplastic effector,OG0006502
54828,mpi|P42|1700994|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_994,-,Y (0.651),-,Apoplastic effector,OG0006502
56335,mpi|P43|30002336|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_2336,-,Y (0.651),-,Apoplastic effector,OG0006502
57555,mpi|P44|800656|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_656,-,Y (0.631),-,Apoplastic effector,OG0006502
58901,mpi|P455|5001004|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1004,-,Y (0.651),-,Apoplastic effector,OG0006502
59559,mpi|P45|1700464|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_464,-,Y (0.631),-,Apoplastic effector,OG0006502
61061,mpi|P46|5700258|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_258,-,Y (0.653),-,Apoplastic effector,OG0006502
62960,mpi|P47|1600229|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_229,-,Y (0.625),-,Apoplastic effector,OG0006502
64546,mpi|P48|1200957|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_957,-,Y (0.631),-,Apoplastic effector,OG0006502
65411,mpi|P49|160025|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_25,-,Y (0.6),-,Apoplastic effector,OG0006502
67426,mpi|P4|1001011|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_1011,-,Y (0.651),-,Apoplastic effector,OG0006502
68685,mpi|P50|1900442|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_442,-,Y (0.651),-,Apoplastic effector,OG0006502
70254,mpi|P51|2400775|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_775,-,Y (0.66),-,Apoplastic effector,OG0006502
71684,mpi|P52|900142|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_142,-,Y (0.631),-,Apoplastic effector,OG0006502
72180,mpi|P54|3300154|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_154,-,Y (0.629),-,Apoplastic effector,OG0006502
73397,mpi|P55|100118|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_118,-,Y (0.66),-,Apoplastic effector,OG0006502
75829,mpi|P56|1600866|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_866,-,Y (0.629),-,Apoplastic effector,OG0006502
77403,mpi|P57|900543|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_543,-,Y (0.651),-,Apoplastic effector,OG0006502
78696,mpi|P58|1300234|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_234,-,Y (0.651),-,Apoplastic effector,OG0006502
80346,mpi|P59|28002066|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_2066,-,Y (0.653),-,Apoplastic effector,OG0006502
81857,mpi|P5|45001455|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_1455,-,Y (0.651),-,Apoplastic effector,OG0006502
83300,mpi|P60|14001366|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_1366,-,Y (0.653),-,Apoplastic effector,OG0006502
84713,mpi|P612|45001313|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_1313,-,Y (0.651),-,Apoplastic effector,OG0006502
85385,mpi|P61|1700648|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_648,-,Y (0.641),-,Apoplastic effector,OG0006502
86809,mpi|P62|17001025|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_1025,-,Y (0.66),-,Apoplastic effector,OG0006502
88220,mpi|P63|200611|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_611,-,Y (0.651),-,Apoplastic effector,OG0006502
89926,mpi|P64|1300861|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_861,-,Y (0.706),-,Apoplastic effector,OG0006502
91441,mpi|P65|14001096|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_1096,-,Y (0.649),-,Apoplastic effector,OG0006502
92332,mpi|P66|5001148|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1148,-,Y (0.651),-,Apoplastic effector,OG0006502
93625,mpi|P67|1300689|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_689,-,Y (0.66),-,Apoplastic effector,OG0006502
94629,mpi|P68|300287|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_287,-,Y (0.648),-,Apoplastic effector,OG0006502
96462,mpi|P6|500278|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_278,-,Y (0.644),-,Apoplastic effector,OG0006502
97858,mpi|P7|3700244|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_244,-,Y (0.653),-,Apoplastic effector,OG0006502
98599,mpi|P8|600110|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_110,-,Y (0.682),-,Apoplastic effector,OG0006502
100008,mpi|P9|3100154|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_154,-,Y (0.639),-,Apoplastic effector,OG0006502
494,mpi|P10|290072|Fgenesh_Torrubiella_hemipterigena|contig_29_gene_72,-,Y (0.682),-,Apoplastic effector,OG0006508
3414,mpi|P11|1300641|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_641,-,Y (0.673),-,Apoplastic effector,OG0006508
5694,mpi|P12|15002333|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2333,-,Y (0.678),-,Apoplastic effector,OG0006508
6618,mpi|P13|3500630|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_630,-,Y (0.678),-,Apoplastic effector,OG0006508
8344,mpi|P143|20002315|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_2315,-,Y (0.68),-,Apoplastic effector,OG0006508
9754,mpi|P14|1500973|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_973,-,Y (0.68),-,Apoplastic effector,OG0006508
11190,mpi|P15|19001444|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_1444,-,Y (0.68),-,Apoplastic effector,OG0006508
12563,jgi|P16|49427|CE49426_2059,-,Y (0.664),-,Apoplastic effector,OG0006508
13945,mpi|P17|6500549|Fgenesh_Torrubiella_hemipterigena|contig_65_gene_549,-,Y (0.672),-,Apoplastic effector,OG0006508
14637,mpi|P18|8400247|Fgenesh_Torrubiella_hemipterigena|contig_84_gene_247,-,Y (0.685),-,Apoplastic effector,OG0006508
16055,mpi|P19|20051|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_51,-,Y (0.685),-,Apoplastic effector,OG0006508
18086,mpi|P1|6001070|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1070,-,Y (0.678),-,Apoplastic effector,OG0006508
18442,mpi|P20|1370051|Fgenesh_Torrubiella_hemipterigena|contig_137_gene_51,-,Y (0.701),-,Apoplastic effector,OG0006508
20542,mpi|P21|2100142|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_142,-,Y (0.686),-,Apoplastic effector,OG0006508
22683,mpi|P22|13001810|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_1810,-,Y (0.684),-,Apoplastic effector,OG0006508
23451,mpi|P23|1200417|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_417,-,Y (0.684),-,Apoplastic effector,OG0006508
25153,mpi|P24|2001130|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_1130,-,Y (0.664),-,Apoplastic effector,OG0006508
26529,mpi|P25|7400308|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_308,-,Y (0.68),-,Apoplastic effector,OG0006508
28068,mpi|P26|9001026|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1026,-,Y (0.68),-,Apoplastic effector,OG0006508
29302,mpi|P27|3400635|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_635,-,Y (0.68),-,Apoplastic effector,OG0006508
30615,mpi|P28|4800636|Fgenesh_Torrubiella_hemipterigena|contig_48_gene_636,-,Y (0.68),-,Apoplastic effector,OG0006508
32389,mpi|P29|45002168|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_2168,-,Y (0.664),-,Apoplastic effector,OG0006508
32759,mpi|P2|130054|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_54,-,Y (0.695),-,Apoplastic effector,OG0006508
35833,mpi|P31|280083|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_83,-,Y (0.678),-,Apoplastic effector,OG0006508
37603,mpi|P32|3000879|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_879,-,Y (0.68),-,Apoplastic effector,OG0006508
39380,mpi|P33|2001055|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_1055,-,Y (0.68),-,Apoplastic effector,OG0006508
40647,mpi|P340|15001025|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_1025,-,Y (0.664),-,Apoplastic effector,OG0006508
42055,mpi|P34|13001030|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_1030,-,Y (0.68),-,Apoplastic effector,OG0006508
42812,mpi|P35|90053|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_53,-,Y (0.668),-,Apoplastic effector,OG0006508
44275,mpi|P36|370039|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_39,-,Y (0.68),-,Apoplastic effector,OG0006508
46386,mpi|P38|4001028|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_1028,-,Y (0.68),-,Apoplastic effector,OG0006508
47281,mpi|P39|300246|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_246,-,Y (0.664),-,Apoplastic effector,OG0006508
49185,mpi|P3|10001046|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1046,-,Y (0.672),-,Apoplastic effector,OG0006508
49777,mpi|P40|2700450|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_450,-,Y (0.72),-,Apoplastic effector,OG0006508
52097,mpi|P41|1700632|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_632,-,Y (0.68),-,Apoplastic effector,OG0006508
53294,mpi|P421|34001035|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_1035,-,Y (0.677),-,Apoplastic effector,OG0006508
54833,mpi|P42|17001012|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_1012,-,Y (0.705),-,Apoplastic effector,OG0006508
56330,mpi|P43|30002316|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_2316,-,Y (0.677),-,Apoplastic effector,OG0006508
57550,mpi|P44|800638|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_638,-,Y (0.68),-,Apoplastic effector,OG0006508
58906,mpi|P455|5001022|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1022,-,Y (0.664),-,Apoplastic effector,OG0006508
59554,mpi|P45|1700446|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_446,-,Y (0.68),-,Apoplastic effector,OG0006508
61055,mpi|P46|5700238|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_238,-,Y (0.701),-,Apoplastic effector,OG0006508
62964,mpi|P47|1600251|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_251,-,Y (0.709),-,Apoplastic effector,OG0006508
64551,mpi|P48|1200975|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_975,-,Y (0.68),-,Apoplastic effector,OG0006508
65417,mpi|P49|160046|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_46,-,Y (0.679),-,Apoplastic effector,OG0006508
67430,mpi|P4|1001029|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_1029,-,Y (0.68),-,Apoplastic effector,OG0006508
68680,mpi|P50|1900421|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_421,-,Y (0.678),-,Apoplastic effector,OG0006508
70249,mpi|P51|2400758|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_758,-,Y (0.664),-,Apoplastic effector,OG0006508
71689,mpi|P52|900160|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_160,-,Y (0.68),-,Apoplastic effector,OG0006508
72185,mpi|P54|3300174|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_174,-,Y (0.671),-,Apoplastic effector,OG0006508
73402,mpi|P55|100138|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_138,-,Y (0.663),-,Apoplastic effector,OG0006508
75834,mpi|P56|1600886|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_886,-,Y (0.671),-,Apoplastic effector,OG0006508
77409,mpi|P57|900565|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_565,-,Y (0.679),-,Apoplastic effector,OG0006508
78701,mpi|P58|1300255|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_255,-,Y (0.679),-,Apoplastic effector,OG0006508
80341,mpi|P59|28002045|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_2045,-,Y (0.679),-,Apoplastic effector,OG0006508
81852,mpi|P5|45001437|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_1437,-,Y (0.664),-,Apoplastic effector,OG0006508
83294,mpi|P60|14001345|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_1345,-,Y (0.679),-,Apoplastic effector,OG0006508
84708,mpi|P612|45001293|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_1293,-,Y (0.677),-,Apoplastic effector,OG0006508
85380,mpi|P61|1700629|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_629,-,Y (0.68),-,Apoplastic effector,OG0006508
86814,mpi|P62|17001047|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_1047,-,Y (0.663),-,Apoplastic effector,OG0006508
88215,mpi|P63|200593|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_593,-,Y (0.711),-,Apoplastic effector,OG0006508
91437,mpi|P65|14001078|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_1078,-,Y (0.664),-,Apoplastic effector,OG0006508
92337,mpi|P66|5001166|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1166,-,Y (0.68),-,Apoplastic effector,OG0006508
93620,mpi|P67|1300668|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_668,-,Y (0.64),-,Apoplastic effector,OG0006508
94634,mpi|P68|300307|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_307,-,Y (0.685),-,Apoplastic effector,OG0006508
96457,mpi|P6|500258|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_258,-,Y (0.71),-,Apoplastic effector,OG0006508
97864,mpi|P7|3700271|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_271,-,Y (0.701),-,Apoplastic effector,OG0006508
98604,mpi|P8|600133|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_133,-,Y (0.68),-,Apoplastic effector,OG0006508
100013,mpi|P9|3100172|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_172,-,Y (0.661),-,Apoplastic effector,OG0006508
19575,mpi|P20|1180056|Fgenesh_Torrubiella_hemipterigena|contig_118_gene_56,-,Y (0.558),-,Apoplastic effector,OG0006564
22672,mpi|P22|13001703|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_1703,-,Y (0.546),-,Apoplastic effector,OG0006564
23462,mpi|P23|1200516|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_516,-,Y (0.52),-,Apoplastic effector,OG0006564
33616,mpi|P2|60056|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_56,-,Y (0.558),-,Apoplastic effector,OG0006564
61045,mpi|P46|5700129|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_129,-,Y (0.558),-,Apoplastic effector,OG0006564
91428,mpi|P65|1400979|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_979,-,Y (0.593),-,Apoplastic effector,OG0006564
97874,mpi|P7|3700376|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_376,-,Y (0.558),-,Apoplastic effector,OG0006564
513,mpi|P10|2900243|Fgenesh_Torrubiella_hemipterigena|contig_29_gene_243,-,Y (0.512),-,Apoplastic effector,OG0006604
3395,mpi|P11|1300465|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_465,-,Y (0.512),-,Apoplastic effector,OG0006604
5675,mpi|P12|15002159|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2159,-,Y (0.512),-,Apoplastic effector,OG0006604
6599,mpi|P13|3500456|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_456,-,Y (0.512),-,Apoplastic effector,OG0006604
8324,mpi|P143|20002140|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_2140,-,Y (0.512),-,Apoplastic effector,OG0006604
9773,mpi|P14|15001147|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_1147,-,Y (0.512),-,Apoplastic effector,OG0006604
11170,mpi|P15|19001270|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_1270,-,Y (0.512),-,Apoplastic effector,OG0006604
12422,jgi|P16|348364|MIX4365_305_87,-,Y (0.512),-,Apoplastic effector,OG0006604
18106,mpi|P1|6001245|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1245,-,Y (0.512),-,Apoplastic effector,OG0006604
23471,mpi|P23|1200588|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_588,-,Y (0.537),-,Apoplastic effector,OG0006604
29283,mpi|P27|3400458|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_458,-,Y (0.512),-,Apoplastic effector,OG0006604
32369,mpi|P29|45001994|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_1994,-,Y (0.512),-,Apoplastic effector,OG0006604
40665,mpi|P340|15001201|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_1201,-,Y (0.512),-,Apoplastic effector,OG0006604
43470,mpi|P35|1000124|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_124,-,Y (0.512),-,Apoplastic effector,OG0006604
44294,mpi|P36|3700217|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_217,-,Y (0.512),-,Apoplastic effector,OG0006604
47301,mpi|P39|300419|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_419,-,Y (0.512),-,Apoplastic effector,OG0006604
